FIRST,SECOND,THIRD,FOURTH,FIFTH,NEAR_FIRST,TWO,THREE
828,546149,823505,123473,535323,286052,,173
516461,748249,935378,140203,540156,506403,,256
589,835739,991793,154687,560765,506405,,502
713,002575,067917,256521,579182,972660,,069
215,260757,131188,259726,586456,972662,,304
560,391610,172761,272108,592248,100993,,672
174055,408923,294798,287360,638657,100995,,753
625,691388,313538,287979,643331,201302,,074
884,047572,315579,296306,647229,201304,,734
127,210066,585926,297214,648644,803627,,766
800,420284,710741,299504,654290,803629,,980
943647,560273,795834,341917,654810,384394,,111
239,860919,796906,354231,674888,384396,,228
864,118054,037817,363055,679796,912306,,742
006,127106,058368,370493,683469,912308,,826
375,516488,311748,446378,700483,424602,,275
369765,883421,319226,489151,701779,424604,,503
901,932739,444248,497873,720950,835537,,513
355,193867,513427,506864,750752,835539,,750
556,221117,524608,514672,764140,890421,,077
113,604811,595216,529137,764754,890423,,149
387006,884831,814185,612516,765858,472269,,242
135,980179,862198,613867,766280,472271,,510
983,057084,117399,619110,768074,100786,,406
562,137845,235650,643158,786359,100788,,492
795,794286,243283,650502,786579,501271,,888
775476,853903,298371,670141,791466,501273,,976
149,988286,442709,686320,791783,684578,,074
912,186711,759098,694637,811555,684580,,397
563,260215,760944,722013,811655,292971,,521
580,332356,810250,782282,851405,292973,,530
798787,400818,864237,800093,856927,691860,,116
210,408134,889071,857969,860126,691862,,537
847,057371,016498,858067,862006,713516,,753
274,058926,071310,883425,868902,713518,,798
439,078851,102025,887570,913518,556724,,250
340388,212223,123583,899388,929850,556726,,305
947,823483,215619,904008,959902,910260,,400
733,324094,349005,906004,962080,910262,,904
925,397955,507012,911501,978465,046751,,186
939,412432,782227,935758,981946,046749,,499
691197,489161,815831,946282,985384,114474,,835
392,920204,821299,955141,989109,114476,,938
920,011175,113884,001574,000530,070934,,013
606,062423,178005,003990,007944,070936,,344
797,110978,259278,049118,069423,578170,,355
812564,120827,261045,071504,076780,578172,,634
255,364394,344859,073518,077175,386371,,143
625,097338,351614,094167,097790,386373,,158
598,157883,352109,103068,115538,045036,,673
132,328601,530260,156253,121029,045038,,797
967375,872960,565228,160813,121626,032760,,112
323,893331,882471,163995,127369,032762,,150
806,070949,000484,174084,137242,077257,,246
021,333362,100711,177779,142956,077259,,505
206,661224,103999,192910,150345,639234,,160
017223,863065,141155,211568,204581,639236,,324
164,912881,372452,250628,212286,819067,,409
640,016169,383687,273571,228006,819069,,636
085,299611,518383,288030,242895,880158,,158
194,388078,548578,299390,249258,880160,,140
453522,524517,810377,385753,252442,944307,,639
617,751749,930969,407915,254155,944309,,576
261,196146,381480,411589,256350,098596,,123
457,233041,583484,428215,257566,098598,,271
013,446296,717725,432237,259530,061904,,441
529924,638488,744976,438181,261037,061906,,864
043,990081,824949,457975,264598,737866,,104
138,028515,844385,466232,269992,737868,,944
555,034234,903025,474990,273973,970617,,117
665,244271,920432,480211,288702,970619,,205
510541,559027,975993,508100,291795,395918,,349
116,780790,995473,514470,297162,395920,,576
382,503703,103735,538755,299829,658641,,623
140,547335,179967,556050,314419,658643,,637
250,671110,199088,569011,320652,155011,,187
491774,840246,234357,571297,322999,155013,,633
004,919268,404514,595582,334316,319195,,639
132,176979,456380,627566,335570,319197,,912
379,852539,468080,660235,335962,361806,,308
595,919881,476012,666441,338719,361808,,477
589227,629690,802259,672933,356561,981416,,490
259,721136,883552,709003,360152,981418,,912
552,200902,177598,742348,389471,620404,,112
927,292247,400513,743389,393960,620406,,257
375,769135,472950,781998,396090,436593,,342
781403,867127,536061,840558,410759,436595,,790
952,910098,559073,905928,414779,331582,,086
515,388076,565500,960556,415711,331584,,159
030,525254,665509,972816,419584,929331,,251
918,650123,788628,989569,427689,929333,,520
875938,835580,908510,993075,435501,943702,,647
294,956492,948133,997365,441751,943704,,784
328,335183,179978,003445,450006,484668,,848
597,483797,340684,121584,453933,484670,,910
780,541321,507018,127286,456412,613105,,203
503446,918967,514653,140357,495989,613107,,607
258,940379,573828,149360,508898,913105,,855
726,238499,643153,171283,509208,913107,,979
404,275764,654117,185283,509737,121788,,179
661,324238,763512,236288,526164,121790,,422
051095,444774,846822,236903,529347,375804,,480
285,812223,881385,241774,532368,375806,,709
430,156868,089629,262865,538184,845092,,161
191,238822,173911,280642,544642,845094,,380
364,242952,250162,290903,546251,157195,,580
831567,771243,339169,303870,565451,157197,,820
264,817310,546481,306575,570005,812518,,080
489,207239,583223,323047,574216,812520,,763
562,436870,807838,353599,592021,297410,,775
582,645921,810875,354307,605961,297412,,901
516967,709419,855317,365345,610110,590416,,535
876,848178,931770,368189,612296,590418,,853
882,640995,095975,402539,633527,417651,,950
565,714698,158648,412069,633592,417653,,982
625,772781,198653,424496,646008,025872,,068
347258,900456,332371,441479,659336,025874,,398
095,994912,418005,460756,661246,087906,,595
362,521283,690308,469165,677932,087908,,877
094,616409,752066,480408,678960,984905,,008
307,648792,758127,485060,690670,984907,,083
873286,830053,858556,526969,700511,843018,,286
510,844058,902436,538003,734474,843020,,813
533,146124,041454,547039,737607,132902,,103
682,221087,047396,569421,751058,132904,,392
494,228260,317055,626334,752373,125271,,825
569391,330017,400489,628315,755058,125273,,843
575,826362,476571,660645,791156,264871,,008
931,140640,530319,742878,812103,264873,,031
578,282630,779577,745069,816899,922604,,498
809,674367,785513,754377,820050,922606,,857
945811,771127,887779,758573,839714,169529,,339
712,953009,992897,765910,845598,169531,,622
614,540197,017333,767197,866448,260452,,623
364,821579,120753,772832,866902,260454,,757
733,868181,250029,805274,871168,471781,,557
999997,967589,499541,828454,878748,471783,,558
636,979608,587075,838551,893059,915477,,861
725,033977,676618,879166,933807,915479,,962
342,308017,786327,897567,943302,320811,,101
957,313251,793484,945595,967241,320813,,164
244083,318292,834031,987746,974747,727201,,495
127,322237,935400,991105,987895,727203,,973
220,131385,012216,014549,002448,931445,,163
623,257569,089865,045407,017465,931447,,195
853,432402,316271,046435,018463,743950,,366
837893,441703,434046,069834,029153,743952,,818
594,877965,513123,083637,061054,557989,,484
757,354648,529368,099505,065831,557991,,799
110,388241,541655,106412,085238,251096,,851
595,417659,658575,126204,108122,251098,,928
286051,420042,726456,138174,129882,356756,,314
189,735413,971537,149911,131220,356758,,700
464,248358,002249,166475,147015,625543,,876
980,276524,172623,186449,155806,625545,,969
045,284013,307102,262207,169999,105978,,253
506404,347445,340683,278890,179275,105980,,386
154,669695,523839,281567,185215,607062,,429
598,066230,527497,289428,185873,607064,,532
062,689681,583179,323823,192887,941394,,081
245,840627,628147,352664,235162,941396,,565
972661,958117,854422,387013,258826,253602,,567
368,971202,869261,457641,262361,253604,,814
741,419543,096250,462556,262522,997625,,294
208,554825,245280,472000,273478,997627,,461
255,603408,250621,488710,273896,803480,,761
100994,810755,355929,493826,283012,803482,,830
093,980354,371229,504037,287043,943597,,333
776,219595,395789,510983,288217,943599,,598
984,492940,754268,513714,305111,980115,,648
834,500967,773743,558961,314169,980117,,889
201303,803534,800344,578882,324449,205689,,227
377,873926,906405,642285,327014,205691,,624
828,020987,040538,697912,329603,530592,,648
072,033379,100804,707437,334213,530594,,781
517,158730,181102,731812,337637,518503,,
803628,322702,373481,733084,338777,518505,,
336,811767,551631,735290,343483,434502,,
804,054393,552329,761431,345987,434504,,
321,324473,790086,765130,356740,367335,,
924,515708,797690,767516,357704,367337,,
384395,544104,810767,783877,361261,407040,,
367,816259,988011,794574,370387,407042,,
653,073733,100417,807623,398044,095866,,
566,146220,428294,810452,403482,095868,,
878,355738,447409,824460,404530,199605,,
912307,376543,591687,841770,408487,199607,,
605,642081,623276,849424,415666,608661,,
248,160023,683005,888214,419406,608663,,
282,202375,752156,896983,427688,718664,,
651,416088,822357,947156,451395,718666,,
424603,600455,888260,969177,491322,482961,,
861,945241,980816,987226,493019,482963,,
318,005062,085458,015441,505528,536043,,
057,421973,116354,016755,506120,536045,,
817,439504,208301,024688,516010,187220,,
835538,706083,210516,069118,521477,187222,,
290,822840,260348,139446,525331,669842,,
838,211144,301093,146580,562901,669844,,
051,314246,417458,155927,567373,097862,,
806,365798,621969,187270,567539,097864,,
890422,365867,667985,216538,568677,730208,,
036,950021,997663,220859,577387,730210,,
902,054014,085622,231032,588870,807778,,
396,332227,143357,270621,590327,807780,,
256,471879,383895,271960,605340,558699,,
472270,860777,433041,276386,608237,558701,,
755,967193,447656,283902,627476,847376,,
283,055439,493511,283946,631246,847378,,
393,511645,816146,304573,632822,818893,,
577,553581,827778,321818,633181,818895,,
100787,895294,964812,340414,644071,757562,,
013,985704,995580,363738,647089,757564,,
143,183830,036617,372908,647475,669686,,
264,295971,056348,379502,664365,669688,,
478,765754,204694,480165,675519,266226,,
501272,780617,301904,480309,682773,266228,,
306,924161,410505,483642,684892,213387,,
018,103387,436970,484261,685711,213389,,
498,130436,523527,486446,691835,251308,,
129,144031,572586,503565,710293,251310,,
684579,586019,967731,534693,746319,559351,,
615,983897,978040,546287,750038,559353,,
843,152896,049503,552981,755628,507391,,
276,233285,176051,618618,757265,507393,,
970,643849,285117,622688,761140,949245,,
292972,745608,304996,625193,811736,949247,,
620,997929,340454,628273,841994,245323,,
193,095867,503406,633228,842108,245325,,
978,204342,678662,640732,843960,811851,,
723,230599,715064,655738,864021,811853,,
691861,349498,881739,705827,874303,994864,,
054,406242,884516,706467,883509,994866,,
007,405023,016289,747095,899296,506355,,
447,493803,243891,773606,904938,506357,,
668,599778,283523,803000,913359,074645,,
713517,830587,489012,824001,920838,074647,,
794,871445,588018,881902,921676,876977,,
073,141835,634202,902784,931402,876979,,
511,891169,653889,932848,936447,059695,,
414,519417,675685,960063,947045,059697,,
556725,643944,724912,962908,966953,345897,,
058,170343,813645,988716,999347,345899,,
174,271428,006547,028264,001389,458144,,
233,342723,097463,082381,015676,458146,,
927,663814,126442,100494,024355,461251,,
910261,868236,139486,121569,027996,461253,,
103,997074,576897,154036,035284,763894,,
307,120512,624232,180746,041729,763896,,
004,752268,755348,203177,043373,,,
785,525891,897671,216671,077788,,,
046750,993569,937263,243722,090271,,,
421,654093,952874,272130,109021,,,
666,020982,252688,355142,116627,,,
160,206276,334773,358021,158305,,,
355,268103,348171,382932,165194,,,
114475,667289,352743,388120,169946,,,
278,944117,648834,392994,174350,,,
302,222402,835298,404245,176030,,,
123,317839,868992,421926,183573,,,
458,678678,884333,432665,194261,,,
070935,879563,924902,452127,198430,,,
609,918905,974904,458075,203670,,,
817,185941,108002,464745,222852,,,
379,589750,289298,497756,246954,,,
007,706459,403882,571175,259739,,,
578171,739526,492052,580290,265153,,,
285,980798,493706,582738,278381,,,
361,390353,576384,598998,279920,,,
379,427895,645214,611849,291425,,,
449,641026,941806,614140,299585,,,
386372,649141,979156,627639,337415,,,
602,917455,988635,630464,342210,,,
964,251639,056146,638717,342303,,,
295,438907,197390,646830,342496,,,
798,726980,319062,662351,346243,,,
045037,782437,400996,666273,350411,,,
247,885899,439855,684060,358077,,,
458,070861,505101,698694,362825,,,
331,181752,510286,718350,373996,,,
755,390493,606668,738086,377957,,,
032761,691404,740361,767029,391946,,,
648,724660,795973,774716,401387,,,
471,189478,089181,804572,430839,,,
844,514847,139529,809659,434522,,,
245,628367,155970,809722,436388,,,
077258,783409,164204,820739,466037,,,
739,793465,269675,826853,471964,,,
740,001831,291852,843739,506319,,,
401,134473,416550,880947,512375,,,
485,150252,678645,922286,522337,,,
639235,367863,690447,928235,548682,,,
097,773636,808420,949873,559632,,,
629,052015,182974,066717,567010,,,
476,267636,251200,071628,597252,,,
522,372639,282322,080463,600711,,,
819068,523153,287015,105301,622301,,,
591,562855,304293,131041,630888,,,
979,215527,373867,150884,636553,,,
419,305155,794342,158348,638930,,,
547,390096,777699,187183,639138,,,
880159,469497,871979,190237,640268,,,
731,769143,926215,208303,640984,,,
786,173698,073898,211022,642163,,,
529,232840,138708,220993,653769,,,
119,464050,213622,230276,667613,,,
944308,646240,258842,237179,689461,,,
942,682065,308184,243426,692584,,,
061,105716,524628,291184,694159,,,
509,140088,532571,426322,720675,,,
485,367023,685159,441983,728210,,,
098597,428499,719240,444535,743836,,,
085,560726,894672,456785,766733,,,
644,029158,058249,472364,777780,,,
592,275175,084144,477362,777969,,,
816,349398,148325,479292,779077,,,
